cpu number:4
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	 97	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3199902	cpu2:	100	3200023	cpu3:	100	3199902	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	 97	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 88	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	 95	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	 95	cpu0:	 90	3200023	cpu1:	100	3220851	cpu2:	100	3228117	cpu3:	 88	3220851	
cpu:	 95	cpu0:	 80	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	 97	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	 97	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	 97	cpu0:	 90	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	100	3200023	
cpu:	100	cpu0:	100	3200023	cpu1:	100	3200023	cpu2:	100	3200023	cpu3:	 90	3200023	
